day,plant_id,organ_class,organ_index,rank,order,parent_rank,parent_organ_class,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,leaf_segments_length,leaf_area_m2blades,leaf_inclination_segments,fruit_nr,fruit_radii,fruit_age_dd,fruit_ripening_dd,fruit_truss_angle
131,1,Root,0,0,0,-1,none,2012.4504,103.21858405681203,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,4,1,0,Internode,1368.8347,71.8484429489356,7.107163456438186E-4,0.029996112,false,false,0.007541912070925857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,1,4,1,0,Internode,1445.9523,81.7184222688506,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,2,4,1,0,Internode,1445.9523,81.7184222688506,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,3,4,1,0,Internode,1445.9523,81.7184222688506,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,9,0,8,Internode,1445.9523,204.29605567212647,9.972864660314164E-4,0.03748752,false,false,0.008468048207158949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,3,1,0,Internode,1476.7804,85.81632477351066,7.528476605688712E-4,0.031154769,false,false,0.007691883598189515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,1,3,1,0,Internode,1554.1624,95.47453864036584,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,2,3,1,0,Internode,1554.1624,95.47453864036584,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,3,3,1,0,Internode,1554.1624,95.47453864036584,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,2,1,0,Internode,1585.1602,98.84193328073623,7.881376046128343E-4,0.032108303,false,false,0.00781330579742714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,8,0,7,Internode,1631.4736,257.7322151446863,0.0010753053236725533,0.039392572,false,false,0.008688955778057658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,1,2,1,0,Internode,1662.4011,105.34368501262531,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,2,2,1,0,Internode,1662.4011,105.34368501262531,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,3,2,1,0,Internode,1662.4011,105.34368501262531,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,1,1,0,Internode,1693.3951,107.11494856882024,8.089441854131734E-4,0.03266365,false,false,0.007883225701868264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,7,0,6,Internode,1724.5242,270.9292522965744,0.001092854169906349,0.03981448,false,false,0.008737180279750898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,1,1,1,0,Internode,1771.3328,107.00484210166489,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,2,1,1,0,Internode,1771.3328,107.00484210166489,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,3,1,1,0,Internode,1771.3328,107.00484210166489,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,6,0,5,Internode,1801.9503,259.44794484387404,0.001077620715335596,0.039448373,false,false,0.008695347893727109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,5,0,4,Internode,1863.5951,240.88261970665073,4.6855335821259785E-4,0.017294025,false,false,0.008624086394256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,4,0,3,Internode,1925.1569,233.28287451241803,4.6336317608740394E-4,0.017163334,false,false,0.008593497992949067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,Internode,0,3,0,2,Internode,1971.0377,229.72895805704016,4.6089817279183857E-4,0.017101102,false,false,0.0085788885739725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
