day,plant_id,organ_class,organ_index,rank,order,parent_rank,parent_organ_class,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,leaf_segments_length,leaf_area_m2blades,leaf_inclination_segments,fruit_nr,fruit_radii,fruit_age_dd,fruit_ripening_dd,fruit_truss_angle
120,1,Root,0,0,0,-1,none,1843.8182,103.0220504870384,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,4,1,0,Internode,1200.2025,71.7116397646596,7.107163456438186E-4,0.029996112,false,false,0.007541912070925857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,1,4,1,0,Internode,1277.3201,81.56282612895464,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,2,4,1,0,Internode,1277.3201,81.56282612895464,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,3,4,1,0,Internode,1277.3201,81.56282612895464,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,9,0,8,Internode,1277.3201,203.90706532238656,9.972864660314164E-4,0.03748752,false,false,0.008468048207158949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,3,1,0,Internode,1308.1482,85.65292601342585,7.528476605688712E-4,0.031154769,false,false,0.007691883598189515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,1,3,1,0,Internode,1385.5302,95.29275013713317,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,2,3,1,0,Internode,1385.5302,95.29275013713317,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,3,3,1,0,Internode,1385.5302,95.29275013713317,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,2,1,0,Internode,1416.528,98.6537330824047,7.881376046128343E-4,0.032108303,false,false,0.00781330579742714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,8,0,7,Internode,1462.8414,257.2414795591238,0.0010753053236725533,0.039392572,false,false,0.008688955778057658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,1,2,1,0,Internode,1493.7689,105.1431051397485,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,2,2,1,0,Internode,1493.7689,105.1431051397485,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,3,2,1,0,Internode,1493.7689,105.1431051397485,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,1,1,0,Internode,1524.763,106.9109961177116,8.089441854131734E-4,0.03266365,false,false,0.007883225701868264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,7,0,6,Internode,1555.892,270.413388863681,0.001092854169906349,0.03981448,false,false,0.008737180279750898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,1,1,1,0,Internode,1602.7006,106.80109929901485,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,2,1,1,0,Internode,1602.7006,106.80109929901485,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,3,1,1,0,Internode,1602.7006,106.80109929901485,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,6,0,5,Internode,1633.3181,258.9539424194411,0.001077620715335596,0.039448373,false,false,0.008695347893727109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,Internode,0,5,0,4,Internode,1694.9629,240.42396662997885,4.6855335821259785E-4,0.017294025,false,false,0.008624086394256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
