day,plant_id,organ_class,organ_index,rank,order,parent_rank,parent_organ_class,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,leaf_segments_length,leaf_area_m2blades,leaf_inclination_segments,fruit_nr,fruit_radii,fruit_age_dd,fruit_ripening_dd,fruit_truss_angle
128,1,Root,0,0,0,-1,none,1966.4598,103.19837920119858,0.0,0.0,false,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,4,1,0,Internode,1322.8441,71.83437874306512,7.107163456438186E-4,0.029996112,false,false,0.007541912070925857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,1,4,1,0,Internode,1399.9617,81.70242603195209,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,2,4,1,0,Internode,1399.9617,81.70242603195209,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,3,4,1,0,Internode,1399.9617,81.70242603195209,7.41000375287525E-4,0.030831248,false,false,0.00765028222094162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,9,0,8,Internode,1399.9617,204.25606507988016,9.972864660314164E-4,0.03748752,false,false,0.008468048207158949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,3,1,0,Internode,1430.7898,85.79952637943104,7.528476605688712E-4,0.031154769,false,false,0.007691883598189515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,1,3,1,0,Internode,1508.1718,95.45584966797178,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,2,3,1,0,Internode,1508.1718,95.45584966797178,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,3,3,1,0,Internode,1508.1718,95.45584966797178,7.793311522852732E-4,0.031871744,false,false,0.007783346097197244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,2,1,0,Internode,1539.1696,98.82258514678591,7.881376046128343E-4,0.032108303,false,false,0.00781330579742714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,8,0,7,Internode,1585.483,257.6817645185561,0.0010753053236725533,0.039392572,false,false,0.008688955778057658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,1,2,1,0,Internode,1616.4105,105.32306417225128,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,2,2,1,0,Internode,1616.4105,105.32306417225128,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,3,2,1,0,Internode,1616.4105,105.32306417225128,8.045833343347405E-4,0.032547664,false,false,0.007868670095210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,1,1,0,Internode,1647.4045,107.09398100673195,8.089441854131734E-4,0.03266365,false,false,0.007883225701868264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,7,0,6,Internode,1678.5336,270.876218373719,0.001092854169906349,0.03981448,false,false,0.008737180279750898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,1,1,1,0,Internode,1725.3422,106.98389609272317,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,2,1,1,0,Internode,1725.3422,106.98389609272317,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,3,1,1,0,Internode,1725.3422,106.98389609272317,8.086744913241842E-4,0.032656483,false,false,0.007882327148245084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,6,0,5,Internode,1755.9597,259.3971583666841,0.001077620715335596,0.039448373,false,false,0.008695347893727109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,5,0,4,Internode,1817.6045,240.83546735908234,4.6855335821259785E-4,0.017294025,false,false,0.008624086394256832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,4,0,3,Internode,1879.1663,233.2372098015553,4.6336317608740394E-4,0.017163334,false,false,0.008593497992949067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,Internode,0,3,0,2,Internode,1925.0471,229.6839890190497,4.6089817279183857E-4,0.017101102,false,false,0.0085788885739725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
